Date,High,Low,Open,Close,Volume,Adj Close
2022-02-22,16.518999099731445,16.219999313354492,16.219999313354492,16.31999969482422,126300,16.31999969482422
2022-02-23,16.360000610351562,16.079999923706055,16.329999923706055,16.149999618530273,85000,16.149999618530273
2022-02-24,16.290000915527344,15.449999809265137,15.449999809265137,16.280000686645508,137000,16.280000686645508
2022-02-25,16.3700008392334,16.010000228881836,16.209999084472656,16.299999237060547,91700,16.299999237060547
