Date,High,Low,Open,Close,Volume,Adj Close
2022-02-22,146.35000610351562,141.25,141.25,145.55999755859375,11576800,145.55999755859375
2022-02-23,148.35000610351562,145.36000061035156,146.22000122070312,146.75999450683594,9271000,146.75999450683594
2022-02-24,145.6999969482422,143.47000122070312,143.61000061035156,145.27000427246094,12070200,145.27000427246094
2022-02-25,150.36000061035156,146.0500030517578,146.1300048828125,149.5399932861328,8320700,149.5399932861328
