Date,High,Low,Open,Close,Volume,Adj Close
2022-02-22,9.84000015258789,9.800000190734863,9.800000190734863,9.819999694824219,16900,9.819999694824219
2022-02-23,9.829999923706055,9.8100004196167,9.8100004196167,9.829999923706055,9200,9.829999923706055
2022-02-24,9.8100004196167,9.800000190734863,9.8100004196167,9.800000190734863,8400,9.800000190734863
2022-02-25,9.8100004196167,9.8100004196167,9.8100004196167,9.8100004196167,300,9.8100004196167
